"","Sex"
"7_4643469",0.0529179373812241
"c7.loc25",0.0572154431195173
"7_4652023",0.103383794457372
"c7.loc26",0.104061930179881
"c7.loc27",0.105762352336683
"c7.loc28",0.103938350626791
"7_5010810",0.0999587415703047
"c7.loc29",0.13061642507936
"7_5266672",0.383259318882558
"7_5225574",0.506377373522234
"c7.loc31",0.575180995669363
"c7.loc32",0.669757247999961
"c7.loc33",0.733420457368801
"c7.loc34",0.759333256514957
"15_8375621",0.759885840560933
"c7.loc35",0.80177895195245
"c7.loc36",0.839486621137155
"7_6634754",0.840685197619962
"c7.loc37",0.523517913036251
"c7.loc38",0.222710791905627
"7_7022084",0.174067466964445
"7_7216324",0.157045951428351
"c7.loc39",0.163729486455509
"7_7583607",0.216075591439747
"c7.loc40",0.214703628873728
"c7.loc41",0.202222625408439
"c7.loc42",0.186925847296393
"c7.loc43",0.169479721423819
"7_8390900",0.15453764245872
"c7.loc44",0.152513325348103
"7_9383230",0.150398567559236
"c7.loc45",0.0926193980495142
"7_9476959",0.0598460679806507
"7_10154065",0.07428228508887
"c7.loc46",0.0681494022219695
"c7.loc47",0.0148425161995576
"c7.loc48",0.232274782364897
"7_11512843",0.276994153127383
"c7.loc49",0.248319977874004
"12_16572791",0.241007316773505
"16_627321",0.311768414911967
"c7.loc50",0.322230914602521
"c7.loc51",0.339585336275512
"5_15180614",0.342530031445932
"c7.loc52",0.411185386185636
"7_12136623",0.384572070381068
"7_12136635",0.386591513294107
"7_12162520",0.0257444395608388
"c7.loc53",0.00265399666097466
"7_12552225",0.00163597084011258
"5_12880208",0.606232627963955
"c7.loc54",0.608964112020715
"14_15060535",0.589960578867803
"7_13101392",0.651484289103777
"7_13101396",0.0256208558259488
"c7.loc55",0.0256438386458129
"c7.loc56",0.025736314348606
"7_14622444",0.0257559950692894
"7_14622513",0.71278518940337
"c7.loc57",0.78770476620646
"c7.loc58",0.893526805273915
"7_15258739",0.907917577402081
"c7.loc59",0.907851937033612
"7_15254134",0.907840640302034
"c7.loc60",0.618145455986713
"2_16557788",0.776135849313718
"18_18740935",0.912594999646124
"c7.loc61",0.907664689627815
"18_18740909",0.907328092641848
"18_18740961",0.771414349853728
"c7.loc62",0.675076605616034
"c7.loc63",0.428004784361079
"c7.loc64",0.114032491728274
"7_17610214",0.00216059175712502
"c7.loc65",0.00403319557889859
"c7.loc66",0.0766050318890379
"7_17779698",0.121252362681581
"7_18079986",0.0968263783426977
"c7.loc67",0.179616892791167
"7_18172013",0.0537212936712095
"7_18080011",0.0533744742858033
"7_18080009",0.0481308949801686
"c7.loc68",0.0470103547727163
"c7.loc69",0.0392413451711207
"7_18468823",0.0387946119062406
"7_18468799",0.0387946113615172
"c7.loc70",0.0316818295826664
"7_18696664",0.0307794072394003
"7_18819820",0.0496503165972442
"7_18830228",0.0499714228562382
"c7.loc71",0.168592427293063
"7_18819915",0.271112606387057
"c7.loc72",0.276659055772811
"c7.loc73",0.281423138486311
"c7.loc74",0.284928849887415
"c7.loc75",0.287321623946504
"c7.loc76",0.288750860788021
"7_20008924",0.2889213869692
"c7.loc77",0.287865582530905
"c7.loc78",0.285526638557805
"c7.loc79",0.281942365543564
"c7.loc80",0.277036179383273
"c7.loc81",0.270766518287381
"c7.loc82",0.263134450588367
"c7.loc83",0.254188677676034
"c7.loc84",0.244026870717164
"c7.loc85",0.232792747024767
"c7.loc86",0.220668953375899
"7_22156653",0.214005305247774
"c7.loc87",0.0733830216663449
"7_22157803",0.104052688754749
"7_22192346",0.105017722031782
"c7.loc88",0.10400806519656
"c7.loc89",0.100592514266481
"c7.loc90",0.0971563543859872
"7_22634499",0.0943963485990267
"c7.loc91",0.122174721654169
"7_22735436",0.0326302691902143
"c7.loc92",0.0326951841233267
"7_22940661",0.0327476663178672
"7_23044590",0.0326408480793887
"7_23045098",0.0214381931705745
"c7.loc93",0.0187147584202805
"7_23125517",0.0652900517778079
"c7.loc94",0.0655890692496754
"7_23264421",0.0658002486011782
"c7.loc95",0.0822091131148284
"c7.loc96",0.112439866620832
"7_23660770",0.111399480278642
"c7.loc97",0.124521100253048
"7_23660739",0.131498550613891
"c7.loc98",0.133477104871957
"c7.loc99",0.123055002239241
"c7.loc100",0.0907162853854118
"c7.loc101",0.048424193754208
"c7.loc102",0.0180164334172659
"7_24696284",0.0078304138805052
"c7.loc103",0.0362666383555847
"7_24644008",0.0449252655257126
"c7.loc104",0.15993623383536
"7_24892902",0.224617744167205
"c7.loc105",0.202737636015591
"7_25059843",0.144602810534607
"c7.loc106",0.157456813119936
"c7.loc107",0.150860807473734
"c7.loc108",0.000414279984951804
"7_25394583",0.0104876171849142
"7_25459515",0.0114018518633188
"7_25866846",0.00211575635827188
"c7.loc109",4.4265090153317e-05
"7_25500855",0.00151286977933296
"7_25946441",0.000425964217633634
"c7.loc110",3.66005848206896e-05
"7_26028904",0.000312593938538441
"c7.loc111",0.00102143458456538
"c7.loc112",0.0092132391055344
"7_26783844",0.0120559386402377
"7_27019046",0.0568854621671022
"c7.loc113",0.0388038274586862
"7_27015047",0.0217911693894948
"1_5285762",0.0158481376451078
"c8.loc1",0.0382887603412243
"1_5285764",0.0638994085594291
"c8.loc2",0.0628041512096473
"c8.loc3",0.0520557912236157
"c8.loc4",0.0389135820309647
"8_237214",0.027140695896442
"c8.loc5",0.0274515576552119
"c8.loc6",0.0303693698638057
"8_597446",0.0313498591095254
"c8.loc7",0.0337495291984808
"c8.loc8",0.0377289137485448
"c8.loc9",0.0419242202771102
"c8.loc10",0.0463143389405829
"c8.loc11",0.050873789192714
"c8.loc12",0.0555731525285736
"8_2445085",0.0568761490550003
"c8.loc13",0.00849118288020634
"c8.loc14",0.115993560714635
"8_3002378",0.114042360848174
"c8.loc15",0.0949927242586526
"c8.loc16",0.0688522118058472
"16_1311790",0.055430561659783
"c8.loc17",0.0472401018765254
"c8.loc18",1.5447442343941e-05
"8_3764126",0.0198284447065973
"c8.loc19",0.0273780794692584
"8_4284131",0.0290149425954098
"c8.loc20",0.106056971707567
"12_13707068",0.106881038175828
"c8.loc21",0.114157567787906
"8_5104468",0.119224508036503
"c8.loc22",0.120261576055867
"c8.loc23",0.0271524527747005
"c8.loc24",0.0332117903579885
"8_7219197",0.0371004801342707
"c8.loc25",0.0322831024208554
"8_7486223",0.0307093655583586
"c8.loc26",0.0225624266748383
"c8.loc27",0.0123600525075531
"8_8735495",0.00654294209583384
"c8.loc28",0.00999273499496667
"c8.loc29",0.0318681576857784
"c8.loc30",0.0656214495389165
"8_10222817",0.0911841846982213
"c8.loc31",0.102679235616911
"c8.loc32",0.0248674778028999
"8_10443307",0.034214639310072
"c8.loc33",0.0382402711866376
"8_10699985",0.0416365209948992
"8_10699975",0.00173747089008458
"c8.loc34",0.00179678678545514
"8_10993164",0.00347042301859091
"c8.loc35",0.0033063117116825
"c8.loc36",0.00188006888561176
"8_11656031",0.00176315033059637
"c8.loc37",0.00508439985896558
"c8.loc38",0.0162293915472418
"8_12528355",0.019352939184941
"c8.loc39",0.0315757125773217
"c8.loc40",0.0438729465628853
"c8.loc41",0.0484833480746474
"8_12984202",0.0490779500494298
"c8.loc42",0.0440466448840198
"c8.loc43",0.0191479370713665
"8_13494897",0.000142886566806055
"8_13468856",0.000142886567061851
"c8.loc44",0.000308335842419183
"c8.loc45",0.0340399725866902
"c8.loc46",0.0657765613361079
"c8.loc47",0.0785346888459841
"c8.loc48",0.0834668745762954
"8_13784711",0.0840123577209084
"c8.loc49",0.020620325586691
"8_13900785",0.0112263551793745
"8_14133706",0.0112457528370484
"8_14133707",0.0112457530729131
"8_14202730",0.0112519655478067
"c8.loc50",0.0104904717484118
"18_4298373",0.00843966987957145
"8_14298254",0.176557536267744
"c8.loc51",0.268860836040758
"c8.loc52",0.207196331364592
"c8.loc53",0.145535381851836
"c8.loc54",0.112071611571722
"8_15007978",0.103094322019047
"8_15007979",0.0892752688507059
"c8.loc55",0.0950955239248898
"c8.loc56",0.125909993776851
"c8.loc57",0.160332725118799
"c8.loc58",0.197178289524864
"c8.loc59",0.234978040813537
"8_16041762",0.241122691145378
"8_16155228",0.122922122376629
"c8.loc60",0.128045507360071
"c8.loc61",0.136087277073628
"c8.loc62",0.140831874988763
"c8.loc63",0.142595780248605
"c8.loc64",0.141960837186538
"8_17158648",0.140059793952126
"8_17158629",0.140059793816896
"c8.loc65",0.139582220526378
"8_17281173",0.13896478331398
"8_17272454",0.158998826810894
"c8.loc66",0.0228196802051883
"8_17440416",0.026762674697963
"c8.loc67",0.0210181088986019
"c8.loc68",0.0159019581438145
"c8.loc69",0.011544600962111
"c8.loc70",0.00793049554840053
"c8.loc71",0.00503671641067172
"c8.loc72",0.00283396149486492
"c8.loc73",0.00128763244516961
"c8.loc74",0.000358939021658955
"8_19508896",7.59342793088535e-06
"c8.loc75",7.08709535501839e-09
"c8.loc76",0.132003194960674
"c8.loc77",0.162427640227769
"8_19820667",0.117651709481365
"8_19845299",0.118564410848279
"c8.loc78",0.122410273499646
"c8.loc79",0.143962745837278
"c8.loc80",0.168854902396909
"c8.loc81",0.19645432209682
"c8.loc82",0.225076462978436
"c8.loc83",0.251724929103858
"8_21026494",0.266032571814065
"c8.loc84",0.0471628780188098
"8_21195687",0.000221968226185254
"c8.loc85",0.000220917770242579
"c8.loc86",0.000218936685385529
"8_21406499",0.00021707166161633
"c8.loc87",0.00201922116497855
"8_21905772",0.002382235147671
"8_21823877",0.00264792619711329
"c8.loc88",0.000942296893924777
"8_22140676",0.0121612719843043
"9_185166",0.160823111046298
"9_551908",0.181536477091242
"c9.loc1",0.210578992384406
"9_742124",0.288648637712036
"c9.loc2",0.278529847167114
"9_915820",0.245193386945431
"c9.loc3",0.229461130372265
"9_1015693",0.215486945591749
"9_915836",0.215423614635426
"9_1139404",0.0378334761604364
"c9.loc4",0.0451751727665695
"c9.loc5",0.0594509744491702
"c9.loc6",0.0698371770907258
"c9.loc7",0.076201089359877
"c9.loc8",0.0794695212702905
"c9.loc9",0.0807033590619284
"c9.loc10",0.0807216414785543
"c9.loc11",0.0800645707294123
"c9.loc12",0.0790622215135173
"c9.loc13",0.0779079601228077
"c9.loc14",0.0767117404312572
"9_3871194",0.0765674202104947
"c9.loc15",0.0495010522853292
"9_3694806",0.0307177411806094
"c9.loc16",0.0363934997642303
"9_3468842",0.0367950174933327
"9_3393247",0.0309732908235247
"9_3468875",0.0302635530788748
"9_3694878",0.0302889606480718
"c9.loc17",0.188935254529532
"9_3817413",0.125628288532347
"c9.loc18",0.126196227819122
"9_4309236",0.126889313257053
"c9.loc19",0.127213858412091
"c9.loc20",0.15435941706982
"c9.loc21",0.185361374332913
"9_4635879",0.212447962062001
"c9.loc22",0.21226593509752
"9_4815598",0.196986128968526
"c9.loc23",0.206746710254542
"c9.loc24",0.22234462154357
"9_5640646",0.23512504819201
"c9.loc25",0.277612271388435
"9_5740681",0.278873867474417
"9_5734792",0.279989468113882
"9_5740700",0.279989468109562
"9_5642741",0.283716360536481
"16_11684813",0.288104034301696
"c9.loc26",0.279449881405014
"9_6353597",0.183428268071367
"c9.loc27",0.1902856675351
"c9.loc28",0.205755374974551
"c9.loc29",0.223287182792269
"c9.loc30",0.243193408451127
"c9.loc31",0.26582110941122
"14_11901912",0.274805644508774
"9_7547166",0.0849699772212915
"c9.loc32",0.0847425311134486
"9_8308769",0.0845626685116088
"9_9217577",0.00601523038559293
"c9.loc33",0.0033622616063127
"c9.loc34",0.182475753105969
"9_9634415",0.374308921428216
"9_9634401",0.374308978741446
"13_15518595",0.681226665741988
"c9.loc35",0.44077728878969
"c9.loc36",0.130063167577539
"9_10400477",0.121715306314456
"c9.loc37",0.271419730788502
"9_11038736",0.157708100725337
"c9.loc38",0.160008338790469
"c9.loc39",0.191782933470144
"c9.loc40",0.220793266924545
"c9.loc41",0.245203693569685
"4_5602749",0.255779398095591
"c9.loc42",0.28943208976677
"c9.loc43",0.338305684274815
"c9.loc44",0.193994669261663
"c9.loc45",0.0414157352454509
"15_12434051",0.00961600091631709
"c9.loc46",0.0104380951473146
"c9.loc47",0.0129360733080475
"c9.loc48",0.0155650720337235
"c9.loc49",0.0182037516524645
"c9.loc50",0.0207239526017986
"c9.loc51",0.0230110927833778
"c9.loc52",0.0249809433316557
"c9.loc53",0.0265879465979069
"9_18392868",0.0274878918327701
"c9.loc54",0.038672756195588
"9_18487629",0.041625614408261
"9_18106042",0.313279634907666
"9_18112969",0.313943119969515
"c9.loc55",0.401183121788996
"c9.loc56",0.73167973764609
"c9.loc57",0.123684331031221
"9_19515631",0.00418463080017517
"c9.loc58",0.00394950642709091
"9_19593941",0.00288172824166111
"9_20088952",0.155482511464982
"c9.loc59",0.154500116019591
"c9.loc60",0.112216749243366
"c9.loc61",0.0733116178175592
"9_21802889",0.0553054105483497
"c9.loc62",0.0443943283125421
"9_21557614",0.0659048515821397
"c9.loc63",0.0422727965279392
"c9.loc64",0.0194619593922312
"9_20551059",0.0165376720491253
"10_710185",0.0945063659681296
"10_371175",0.0646088902482447
"10_402217",0.0646139253821545
"c10.loc1",0.258303181734277
"10_419927",0.230018831538047
"c10.loc2",0.191253972866868
"c10.loc3",0.149635472322615
"c10.loc4",0.109721104307475
"c10.loc5",0.0743900005673481
"10_1368821",0.049865713460818
"c10.loc6",0.00735567252865366
"10_1362190",0.00483412852800313
"c10.loc7",0.00498072371146208
"c10.loc8",0.00513180040201178
"10_1877004",0.0051831584523967
"c10.loc9",0.000580584431332909
"10_1923190",0.00110253836490415
"10_1923183",0.00110253836495389
"10_1876993",0.00110550412621535
"c10.loc10",0.00191390708363315
"c10.loc11",0.00312638304691149
"10_2470297",0.00390182574578546
"c10.loc12",0.0869624828416775
"c10.loc13",0.208535413329422
"10_2868961",0.140208474680719
"c10.loc14",0.158313858262609
"c10.loc15",0.184481675856283
"10_3024940",0.187799500624308
"c10.loc16",0.131551202158001
"c10.loc17",0.0775755567156011
"c10.loc18",0.0368460621284683
"c10.loc19",0.0109548707131566
"c10.loc20",0.00033680485074683
"10_3959571",5.06464974918686e-05
"c10.loc21",2.12719029946129e-07
"c10.loc22",5.61492120141338e-05
"c10.loc23",0.000246799755643679
"c10.loc24",0.000582252712099773
"c10.loc25",0.00106825253607923
"c10.loc26",0.00170524976897468
"c10.loc27",0.00248783256655116
"c10.loc28",0.00340467180178194
"c10.loc29",0.00443903685499691
"c10.loc30",0.00556984191428711
"c10.loc31",0.00677308811220456
"c10.loc32",0.00802350124017437
"c10.loc33",0.0092961450930602
"c10.loc34",0.0105678182499531
"c10.loc35",0.0118181042377685
"10_6429561",0.012859611918806
"c10.loc36",0.0146365712027361
"10_6502816",0.0231675274136336
"c10.loc37",0.0315248766956415
"c10.loc38",0.0605057242032885
"c10.loc39",0.104640354935938
"c10.loc40",0.1678622945524
"c10.loc41",0.252898003708786
"c10.loc42",0.359115235433613
"10_8447144",0.387323652300729
"10_8058787",0.151924151928462
"10_8269070",0.151924151649659
"10_7917650",0.0278482509334808
"c10.loc43",0.0274568402755406
"c10.loc44",0.00538019868044159
"c10.loc45",0.000342035067681934
"10_8904936",0.0107849965139266
"c10.loc47",0.0169730737304761
"c10.loc48",0.0247000564253739
"c10.loc49",0.0339454157875494
"c10.loc50",0.0445458881564846
"c10.loc51",0.0562290453034677
"c10.loc52",0.0686334351283691
"c10.loc53",0.0813454452636151
"c10.loc54",0.0939454162590465
"c10.loc55",0.106052550523337
"10_10919719",0.114775956985604
"c10.loc56",0.104721612613751
"c10.loc57",0.0633662527799359
"c10.loc58",0.0277292361397414
"c10.loc59",0.00453482765419011
"10_11441598",0.00278852576079913
"10_12220756",0.0267280808267998
"c10.loc60",0.0295566841995125
"c10.loc61",0.0524412569717043
"c10.loc62",0.0804776944090051
"10_12899710",0.0846258905465476
"c10.loc63",0.120108297984309
"c10.loc64",0.168960442474663
"c10.loc65",0.224077348922464
"c10.loc66",0.282254573999438
"10_14083852",0.324854466873354
"c10.loc67",0.809104335144788
"10_14811103",0.001301786975759
"c10.loc68",0.00133316944994277
"c10.loc69",0.00137996868710388
"c10.loc70",0.00142611201807341
"10_16614507",0.00145981983342125
"c10.loc71",0.00184427418480482
"c10.loc72",0.00504239212953905
"c10.loc73",0.0169134782211628
"c10.loc74",0.0345933068239361
"c10.loc75",0.0172618370739954
"c10.loc76",0.0084094359861453
"10_21780436",0.00524457054013538
"c10.loc77",0.00463490285265777
"10_21960345",0.00153041219550687
"c10.loc78",0.00860733626201693
"10_22601505",0.0121674516305106
"c10.loc79",0.0118726623123706
"10_23152493",0.0116080207807272
"c10.loc80",0.0192473936548581
"10_23324430",0.0335508384969785
"10_23478503",0.0536682113311286
"11_1304562",0.27891423617853
"c11.loc1",0.244969178966485
"c11.loc2",0.0472717898545909
"c11.loc3",0.0222762448808851
"11_1894349",0.0834647764035452
"c11.loc4",0.0836444057366492
"11_1811646",0.0846532234699708
"c11.loc5",0.169531019466824
"11_1973185",0.193065754171919
"11_1986925",0.199471343788069
"11_2056861",0.365228020412751
"c11.loc6",0.384479533387108
"c11.loc7",0.417472668229067
"11_2505433",0.446275163447254
"c11.loc8",0.521634910902229
"11_2567226",0.0160072281760861
"c11.loc9",0.014554891590187
"11_2602688",0.011676634923198
"c11.loc10",0.0119917176005941
"11_2886367",0.0118024112094517
"c11.loc12",0.00901884633747585
"11_3461670",0.00705667531244814
"c11.loc13",0.000957587876321497
"c11.loc14",0.373542167102784
"c11.loc15",0.375469987570916
"11_3968001",0.366634474433972
"c11.loc16",0.329766473112478
"c11.loc17",0.288298907338856
"c11.loc18",0.245514270906369
"c11.loc19",0.203127966977092
"c11.loc20",0.162830945975479
"c11.loc21",0.126065670054821
"c11.loc22",0.0938666749418786
"c11.loc23",0.0667972314694723
"c11.loc24",0.0449776096137242
"11_5711212",0.0366496054871703
"c11.loc25",0.0369090072690454
"11_5371071",0.0370280432402055
"c11.loc26",0.0294633549882519
"11_5265819",0.0155012816350677
"c11.loc27",0.0129102301095401
"11_6152127",0.0115073969423634
"11_5969557",0.0881394053055331
"c11.loc28",0.0996362737021101
"11_6152138",0.00180501626199714
"c11.loc29",0.00130405825090918
"c11.loc30",0.000135290530721477
"c11.loc31",0.000185866279139191
"11_7006742",0.000473300611957939
"c11.loc32",0.0569568821182074
"11_7260047",0.0339935479421456
"c11.loc33",0.0330055464481376
"c11.loc34",0.031585596545753
"11_8146822",0.0311150177651314
"11_8146525",0.0293958114070989
"c11.loc35",0.0363801729686912
"c11.loc36",0.100477395739333
"c11.loc37",0.170426891396701
"c11.loc38",0.0403799863630354
"11_10005713",0.0150619315338503
"c11.loc39",0.007062715798277
"11_9838587",0.00386835266911589
"11_10005714",0.0185886654318566
"c11.loc40",0.0606665788371714
"11_10139282",0.00143677321656099
"c11.loc41",0.00224935900217815
"c11.loc42",0.0169620786460385
"c11.loc43",0.044313801043387
"18_29169830",0.0514796673411624
"c11.loc44",0.034405513864229
"11_12185245",0.0224063725336165
"c11.loc45",0.0168239981656768
"c11.loc46",0.00188887399485793
"c11.loc47",0.0277078801164166
"c11.loc48",0.110480676741652
"c11.loc49",0.110794576245553
"11_12922083",0.100109779058876
"c11.loc50",0.103957692352623
"11_12922088",0.152210727337049
"c11.loc51",0.1523848759999
"c11.loc52",0.150966741691477
"c11.loc53",0.147591579507932
"c11.loc54",0.142367212536612
"c11.loc55",0.13554936652244
"11_15610317",0.132431199669504
"c11.loc56",0.0933977355995594
"c11.loc57",0.0410086962528595
"16_4387743",0.00986544063086825
"c11.loc58",0.00981065232882372
"c11.loc59",0.00786286084985477
"11_16994463",0.00672374488878091
"c11.loc60",0.0013944822627181
"c11.loc61",0.0570347837894474
"c11.loc62",0.746650028399301
"c11.loc63",0.394017327130079
"11_18410028",0.261215938015091
"c11.loc64",0.261868107695975
"c11.loc65",0.269137874655428
"c11.loc66",0.275431789821788
"c11.loc67",0.280678721998882
"c11.loc68",0.284837117613044
"11_18826413",0.287428654870951
"c11.loc69",0.288491451823141
"c11.loc70",0.292171440858858
"c11.loc71",0.291941133403114
"11_19535876",0.288352827589371
"11_19405772",0.288358042058704
"c11.loc72",0.30868238590584
"11_19614647",0.544790745907427
"c11.loc73",0.538239847238728
"c11.loc74",0.124671932625681
"11_19642437",0.337265417255189
"12_735858",0.953767072239131
"12_769723",0.998744959223515
"12_947755",0.880973344089888
"c12.loc1",0.816295862091195
"12_1266085",0.807617610156875
"c12.loc2",0.773506509938841
"12_1609767",0.755901976132449
"c12.loc3",0.776575561806382
"c12.loc4",0.790311268377152
"c12.loc5",0.058699991254457
"c12.loc6",0.262168379503159
"c12.loc7",0.430193507242237
"12_2418492",0.457056735839764
"12_2402996",0.481902610071394
"c12.loc8",0.527363971785448
"12_2468669",0.533748626870434
"12_2645369",0.355332321810188
"12_2648393",0.381841972351417
"c12.loc9",0.374234840031193
"c12.loc10",0.339092434846968
"c12.loc11",0.29986143439875
"12_3272809",0.290185177172823
"c12.loc12",0.592750376225617
"12_3626640",0.562735636112208
"12_3679089",0.673368466740968
"c12.loc13",0.70682139681341
"c12.loc14",0.748165823251597
"c12.loc15",0.779755267868183
"c12.loc16",0.8003294253581
"12_4421166",0.804945072267103
"12_4460847",0.814807976931249
"c12.loc17",0.816255771540462
"12_4625727",0.816691440480859
"c12.loc18",0.740464490263584
"c12.loc19",0.627448118945779
"12_4985610",0.548735552156451
"c12.loc20",0.690046151511936
"12_4985627",0.692718760921757
"c12.loc21",1.00386289530041
"12_5321307",1.09827872040746
"c12.loc22",1.10210599692257
"12_5287233",1.09418770728213
"c12.loc23",0.374122250264776
"12_5679188",0.000171160184841312
"c12.loc24",0.0031085355630367
"c12.loc25",0.0239290437795674
"12_6209208",0.05008623627171
"c12.loc26",0.025701536324199
"c12.loc27",0.318284650142296
"c12.loc28",0.524921529095316
"12_6460434",0.528274106941645
"12_6420693",0.658791393847878
"12_6469284",0.273603031923344
"c12.loc29",0.268985658756364
"c12.loc30",0.202234606683575
"12_6521206",0.196088087401215
"c12.loc31",0.179300248575991
"12_6850379",0.174503101466385
"c12.loc32",0.177325856728999
"c12.loc33",0.177295671476642
"c12.loc34",0.170990230988664
"12_7244370",0.169660866658994
"12_7330639",0.16093759499428
"12_7244340",0.160937589662055
"12_7476900",0.0891818501941017
"c12.loc35",0.0885581271047968
"12_8352093",0.0864298743968632
"c12.loc36",0.097722150783575
"12_8352090",0.105884564641158
"12_8603449",0.151060871414792
"c12.loc37",0.176111450849106
"12_8687631",0.207082800597526
"c12.loc38",0.192403639435589
"12_8761955",0.045996875703338
"12_8882507",0.0465640753401857
"c12.loc39",0.0668404615715374
"12_8983012",0.00686941305745137
"12_9413160",0.000997862218881096
"12_9587137",0.00100115181380289
"12_9663909",0.00100115181623295
"12_9775068",0.00102183499210184
"c12.loc40",0.00132178882624601
"c12.loc41",0.0198344317544823
"12_12974887",0.0314408792659506
"12_12183552",0.0316444290799609
"12_12220260",0.00161479041462087
"12_12152232",0.000811098774200048
"12_12220276",0.000824431105300505
"12_12974665",0.0109771182544165
"c12.loc42",0.0167699274569628
"3_18984906",0.030882678372997
"c12.loc43",0.0877645358513064
"12_14664297",0.122792892708716
"12_14883785",0.170806513253233
"c12.loc44",0.129789368995795
"12_15653149",0.143839346607109
"12_15665392",0.0987534226140738
"12_15665373",0.0931307247952375
"c12.loc46",0.12929469592207
"12_16418367",0.163343210732641
"c12.loc47",0.171890771421218
"c12.loc48",0.00641979939280191
"12_18695312",0.0124460921095988
"12_19118458",0.0128382802407501
"12_18695260",0.559401773619058
"c12.loc49",0.559926917386257
"c12.loc50",0.562372784412183
"c12.loc51",0.564621569983636
"12_20072726",0.566534895802121
"c12.loc52",0.552097741088147
"12_20457660",0.373062972992734
"c12.loc53",0.374357778758707
"12_20782507",0.377620480886812
"c12.loc54",0.32861114537355
"12_20782482",0.262711469638717
"3_17524377",0.273514133623195
"c12.loc55",0.144284826783093
"12_21424847",0.101526054337562
"12_21431223",0.0717185093274111
"c12.loc56",0.00142243668831554
"12_21619135",0.255598707103928
"12_21619116",0.22304157422677
"c12.loc57",0.344922536044976
"c12.loc58",0.605879445055564
"12_21987158",0.592409635546971
"c12.loc59",0.594562998358093
"12_22380801",0.595637160974618
"5_6914215",0.595637161202731
"12_22380594",0.596130957752031
"c12.loc60",0.592274174076884
"12_22588444",0.587448212973385
"12_22588445",0.843892008261221
"c12.loc61",0.924564442812823
"12_22588390",1.12555266842801
"c12.loc62",1.11047026699387
"15_1023023",1.03048375997872
"2_14678944",0.95346776202549
"c12.loc63",0.959185539854104
"c12.loc64",1.23178010984036
"12_22597511",1.28140906502323
"12_22891856",0.803821396673413
"c12.loc65",0.817040615066887
"c12.loc66",0.831051256075376
"12_23426060",0.810044492615809
"12_23545991",0.885388549846439
"c12.loc67",0.770551826222018
"12_23454450",0.750379623103221
"12_23430200",0.682446031917742
"12_23573521",0.665932224272503
"c12.loc68",0.647008119466513
"c12.loc69",0.546863157726818
"12_23756301",0.482625169353589
"c12.loc70",0.000175191836113697
"12_23868695",0.150474461756588
"12_23853460",0.147172392206201
"c12.loc71",0.120237921926631
"c12.loc72",0.00306556193823582
"c12.loc73",0.0798938375494558
"12_23881923",0.118972236038239
"c12.loc74",0.118765535608794
"12_23881929",0.118502921449554
"13_492011",0.00369661557694201
"13_491967",0.00413709792300665
"c13.loc1",0.00010596223737025
"c13.loc2",0.0381870882549222
"13_869755",0.0277011199127912
"c13.loc3",0.0255589604800122
"c13.loc4",0.0217217684466817
"13_1189929",0.0209131269306582
"13_1139928",0.00158367435012252
"13_1305489",0.00109617552782026
"c13.loc5",0.0493952672344946
"13_1305382",0.0465317372921987
"c13.loc6",0.038328750078513
"c13.loc7",0.030761318329553
"13_1911134",0.0275300742180136
"13_1806912",0.0250705342985
"c13.loc8",0.0398622289257489
"13_2107142",0.0981043926541929
"c13.loc9",0.101701539873631
"c13.loc10",0.152626900427286
"13_2554407",0.161805627292452
"13_2272918",0.12932156590044
"c13.loc12",0.122510223202035
"13_2824036",0.117258032562283
"c13.loc13",0.116426557237482
"c13.loc14",0.0941191981076983
"13_3078031",0.0976316212467481
"13_3087282",0.0978576650804115
"c13.loc15",0.102818523380243
"c13.loc16",0.107376189529283
"c13.loc17",0.109640288466331
"c13.loc18",0.109499332423702
"13_3646068",0.10897770410925
"c13.loc19",0.0792753004647437
"13_3829204",0.0666384088209639
"13_3829146",0.067034675538018
"13_3829163",0.0671808377896426
"c13.loc20",0.108953358104692
"13_3829207",0.114719156456736
"c13.loc21",0.274890626145918
"c13.loc22",0.423247769374782
"c13.loc23",0.176621549637815
"13_4498185",0.121404776493165
"c13.loc24",0.0868649136532937
"13_4955384",0.0572283937136788
"13_4705682",0.0668676171837106
"c13.loc25",0.0582112199036118
"13_4883318",0.0345980212663477
"13_4932176",0.0345712305310357
"c13.loc26",0.053966278005305
"13_5011753",0.0662385066609303
"13_5011804",0.0655292394064588
"c13.loc27",0.0841473288491059
"13_5255336",0.0957641005725449
"c13.loc28",0.0815186796319196
"c13.loc29",0.0562572044705547
"c13.loc30",0.0274314380144958
"c13.loc31",0.00290670177133023
"c13.loc32",0.0156578199744146
"c13.loc33",0.147871823558553
"c13.loc34",0.39715848945572
"c13.loc35",0.535142126865232
"c13.loc36",0.541874778418418
"c13.loc37",0.509998329811864
"c13.loc38",0.47571602499805
"c13.loc39",0.446727387004927
"13_6918763",0.433951007903829
"c13.loc40",0.440388112845767
"c13.loc41",0.451672724800005
"c13.loc42",0.459740527545669
"c13.loc43",0.464302881680361
"c13.loc44",0.465244881208072
"c13.loc45",0.46263567664537
"c13.loc46",0.456714976590803
"c13.loc47",0.447859543580059
"13_8706967",0.444829622605404
"c13.loc48",0.550229012485616
"13_9506569",0.563498368711826
"13_9687839",0.41670710558958
"c13.loc49",0.39864007034717
